Name,"On Hand",Available,Reserved,SKU,Bin,Warehouse,Backorder,"Sell Ahead","On Order","Pending Return"
"Lea Renau Exclusive | Remy Human Hair Wig (Hand-Tied) 24BT18S8",1,1,0,JR5983A_05,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Lea Renau Exclusive | Remy Human Hair Wig (Hand-Tied) 613/102S8",1,1,0,JR5983A_08,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Lea Renau Exclusive | Remy Human Hair Wig (Hand-Tied) FS26/31S6",1,1,0,JR5983A_12,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Lea | Remy Human Hair Wig (Hand-Tied) 1B",1,1,0,JR5983_04,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Lea | Remy Human Hair Wig (Hand-Tied) 24BRH18",1,1,0,JR5983_05,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Lea | Remy Human Hair Wig (Hand-Tied) FS4/33/30A",1,1,0,JR5983_14,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Rachel | Synthetic Lace Front Wig (Hand-Tied) 1",1,1,0,JR5984_01,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Rachel | Synthetic Lace Front Wig (Hand-Tied) 10/26TT",1,1,0,JR5984_02,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Rachel | Synthetic Lace Front Wig (Hand-Tied) 10RH16",1,1,0,JR5984_03,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Rachel | Synthetic Lace Front Wig (Hand-Tied) 12/30BT",1,1,0,JR5984_04,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Rachel | Synthetic Lace Front Wig (Hand-Tied) 12FS8",1,1,0,JR5984_06,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Rachel | Synthetic Lace Front Wig (Hand-Tied) 14/26",1,1,0,JR5984_07,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Rachel | Synthetic Lace Front Wig (Hand-Tied) 14/26S10",1,0,0,JR5984_08,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,1,0
"Rachel | Synthetic Lace Front Wig (Hand-Tied) 27T613F",1,1,0,JR5984_17,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Rachel | Synthetic Lace Front Wig (Hand-Tied) 30A27S4",1,1,0,JR5984_19,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Rachel | Synthetic Lace Front Wig (Hand-Tied) 4/33",1,1,0,JR5984_23,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Rachel | Synthetic Lace Front Wig (Hand-Tied) 6F27",1,1,0,JR5984_26,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,1,0
"Scarlett Petite | Synthetic Lace Front Wig (Basic Cap) 12FS8",1,1,0,JR5985_03,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Scarlett Petite | Synthetic Lace Front Wig (Basic Cap) 14/26S10",1,1,0,JR5985_05,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Scarlett Petite | Synthetic Lace Front Wig (Basic Cap) 27T613F",1,1,0,JR5985_13,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Scarlett Petite | Synthetic Lace Front Wig (Basic Cap) 4",1,1,0,JR5985_17,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Scarlett Petite | Synthetic Lace Front Wig (Basic Cap) 8/32",1,1,0,JR5985_23,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Scarlett Large | Synthetic Lace Front Wig (Basic Cap) 12/30BT",1,1,0,JR5986_02,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Scarlett Large | Synthetic Lace Front Wig (Basic Cap) 12FS8",1,1,0,JR5986_03,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Scarlett Large | Synthetic Lace Front Wig (Basic Cap) 24B22",1,1,0,JR5986_09,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Scarlett Large | Synthetic Lace Front Wig (Basic Cap) 24BT18",1,1,0,JR5986_10,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Top Style HH 12"" Renau Exclusive | Remy Human Hair Topper (Full Mono) 4RN",1,1,0,JR5988A_07,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Top Style 18"" | Synthetic Hair Topper (Mono Top) 10H16",1,1,0,JR5989_02,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,2,0
"Top Style 18"" | Synthetic Hair Topper (Mono Top) 14/26",1,1,0,JR5989_07,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Top Style 18"" | Synthetic Hair Topper (Mono Top) 14/26S10",1,1,0,JR5989_08,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,1,0
"Top Style 18"" | Synthetic Hair Topper (Mono Top) 24B22",1,1,0,JR5989_14,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Top Style 18"" | Synthetic Hair Topper (Mono Top) 24BT18S8",1,1,0,JR5989_16,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Top Style 18"" | Synthetic Hair Topper (Mono Top) FS26/31",1,1,0,JR5989_25,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Top Style HH 18"" Renau Exclusive | Remy Human Hair Topper (Full Mono) 12FS8",1,1,0,JR5990A_01,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Top Style HH 18"" Renau Exclusive | Remy Human Hair Topper (Full Mono) 24B613S12",1,1,0,JR5990A_04,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Top Style HH 18"" Renau Exclusive | Remy Human Hair Topper (Full Mono) 4RN",1,1,0,JR5990A_07,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Top Style HH 18"" | Remy Human Hair Topper (Full Mono) 10H24B",1,1,0,JR5990_01,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Top Style HH 18"" | Remy Human Hair Topper (Full Mono) 31/26",1,1,0,JR5990_07,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Top Style 12"" | Synthetic Hair Topper (Mono Top) 6F27",1,1,0,JR5991_04,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,1,0
"Top Style 12"" | Synthetic Hair Topper (Mono Top) 14/26S10",1,1,0,JR5991_14,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Top Style 12"" | Synthetic Hair Topper (Mono Top) 22MB",1,1,0,JR5991_16,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Top Style 12"" | Synthetic Hair Topper (Mono Top) 38",1,1,0,JR5991_21,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Top Style 12"" | Synthetic Hair Topper (Mono Top) FS26/31S6",1,1,0,JR5991_27,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Top Wave 12"" | Synthetic Hair Topper (Full Mono) 10",1,1,0,JR5992_01,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,1,0
"Top Wave 12"" | Synthetic Hair Topper (Full Mono) 12/30BT",1,1,0,JR5992_04,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Top Wave 12"" | Synthetic Hair Topper (Full Mono) 4",1,1,0,JR5992_17,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,1,0
"Top Wave 12"" | Synthetic Hair Topper (Full Mono) FS2V/31V",1,1,0,JR5992_28,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Top Wave 18"" | Synthetic Hair Topper (Full Mono) 24B22",1,1,0,JR5993_13,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Top Wave 18"" | Synthetic Hair Topper (Full Mono) 6",1,1,0,JR5993_17,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Miranda | Synthetic Lace Front Wig (Mono Part) 10RH16",1,1,0,JR5996_01,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Miranda | Synthetic Lace Front Wig (Mono Part) 12FS12",1,0,0,JR5996_03,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,2,0
"Miranda | Synthetic Lace Front Wig (Mono Part) 14/26",1,1,0,JR5996_05,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Miranda | Synthetic Lace Front Wig (Mono Part) 22F16",1,1,0,JR5996_09,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Miranda | Synthetic Lace Front Wig (Mono Part) 24B22",1,1,0,JR5996_11,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Miranda | Synthetic Lace Front Wig (Mono Part) 24BT18",1,1,0,JR5996_12,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Miranda | Synthetic Lace Front Wig (Mono Part) 27T613F",1,1,0,JR5996_15,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Miranda | Synthetic Lace Front Wig (Mono Part) 30A27S4",1,1,0,JR5996_17,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,1,0
"Miranda | Synthetic Lace Front Wig (Mono Part) 4/33",1,1,0,JR5996_21,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Miranda | Synthetic Lace Front Wig (Mono Part) 6",1,1,0,JR5996_22,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Miranda | Synthetic Lace Front Wig (Mono Part) 6/33",1,1,0,JR5996_23,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Miranda | Synthetic Lace Front Wig (Mono Part) 6F27",1,1,0,JR5996_24,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Miranda | Synthetic Lace Front Wig (Mono Part) 8/32",1,1,0,JR5996_25,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Sandra | Synthetic Wig (Hand-Tied) 1B",1,1,0,JR5997_08,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Sandra | Synthetic Wig (Hand-Tied) 4/27/30",1,1,0,JR5997_20,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Sandra | Synthetic Wig (Hand-Tied) 6F27",1,1,0,JR5997_24,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Top Smart 12"" | Lace Front Synthetic Hair Topper 1B",1,1,0,JR6000_01,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Top Smart 12"" | Lace Front Synthetic Hair Topper 8/30",1,1,0,JR6000_07,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Top Smart 12"" | Lace Front Synthetic Hair Topper 10H16",1,1,0,JR6000_10,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Top Smart 12"" | Lace Front Synthetic Hair Topper 12",1,1,0,JR6000_11,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Top Smart 12"" | Lace Front Synthetic Hair Topper 16/22",1,1,0,JR6000_14,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Top Smart 12"" | Lace Front Synthetic Hair Topper 22MB",1,1,0,JR6000_15,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Top Smart 12"" | Lace Front Synthetic Hair Topper 14/26S10",1,1,0,JR6000_24,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Top Smart 12"" | Lace Front Synthetic Hair Topper FS4/33/30A",1,1,0,JR6000_27,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Top Smart 12"" | Lace Front Synthetic Hair Topper 12FS12",1,1,0,JR6000_32,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Top Smart 18"" | Lace Front Synthetic Hair Topper 6/33",1,1,0,JR6001_04,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Top Smart 18"" | Lace Front Synthetic Hair Topper 6F27",1,1,0,JR6001_05,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Top Smart 18"" | Lace Front Synthetic Hair Topper 8",1,1,0,JR6001_06,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Top Smart 18"" | Lace Front Synthetic Hair Topper 10H16",1,1,0,JR6001_10,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Top Smart 18"" | Lace Front Synthetic Hair Topper 24B/27C",1,1,0,JR6001_17,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Top Smart 18"" | Lace Front Synthetic Hair Topper 12FS8",1,1,0,JR6001_19,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Playmate Straight | Synthetic Hair Topper 10H16",1,1,0,JR611A_03,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Playmate Straight | Synthetic Hair Topper 12",1,1,0,JR611A_04,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Playmate Straight | Synthetic Hair Topper 44",1,1,0,JR611A_26,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Playmate Straight | Synthetic Hair Topper 6H12",1,1,0,JR611A_32,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Playmate Straight | Synthetic Hair Topper 8/30",1,1,0,JR611A_34,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Playmate Straight | Synthetic Hair Topper 8H14",1,1,0,JR611A_35,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Playmate Curly | Synthetic Hair Topper 16",1,1,0,JR618_07,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Playmate Curly | Synthetic Hair Topper 39",1,1,0,JR618_21,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Playmate Curly | Synthetic Hair Topper 56",1,1,0,JR618_27,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Playmate Curly | Synthetic Hair Topper 59",1,1,0,JR618_28,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Playmate Curly | Synthetic Hair Topper 6H12",1,1,0,JR618_32,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Playmate Curly | Synthetic Hair Topper 8H14",1,1,0,JR618_35,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Classy | Synthetic Ponytail (Clip On) 12",1,1,0,JR623_03,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Classy | Synthetic Ponytail (Clip On) 12/30BT",1,1,0,JR623_04,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Classy | Synthetic Ponytail (Clip On) 14/24",1,1,0,JR623_07,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Classy | Synthetic Ponytail (Clip On) 1B",1,1,0,JR623_09,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Classy | Synthetic Ponytail (Clip On) 2",1,1,0,JR623_11,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Classy | Synthetic Ponytail (Clip On) 24B22",1,1,0,JR623_14,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Classy | Synthetic Ponytail (Clip On) 24B613",1,1,0,JR623_15,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Classy | Synthetic Ponytail (Clip On) 24BT102",1,1,0,JR623_16,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Classy | Synthetic Ponytail (Clip On) 27",1,1,0,JR623_18,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Classy | Synthetic Ponytail (Clip On) 30A",1,1,0,JR623_23,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Classy | Synthetic Ponytail (Clip On) 38",1,1,0,JR623_27,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Classy | Synthetic Ponytail (Clip On) 4/33",1,1,0,JR623_30,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Classy | Synthetic Ponytail (Clip On) 44",1,1,0,JR623_31,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Classy | Synthetic Ponytail (Clip On) 60",1,1,0,JR623_38,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Classy | Synthetic Ponytail (Clip On) 613",1,1,0,JR623_39,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Classy | Synthetic Ponytail (Clip On) 92B",1,1,0,JR623_43,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Rampage | Synthetic Ponytail 12",1,1,0,JR628_03,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Rampage | Synthetic Ponytail 130/28",1,1,0,JR628_06,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Rampage | Synthetic Ponytail 16/22",1,1,0,JR628_09,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Rampage | Synthetic Ponytail 2",1,1,0,JR628_12,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Rampage | Synthetic Ponytail 24B22",1,1,0,JR628_15,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Rampage | Synthetic Ponytail 24BT102",1,1,0,JR628_17,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Rampage | Synthetic Ponytail 27MB",1,1,0,JR628_21,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Rampage | Synthetic Ponytail 27T613",1,1,0,JR628_23,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Rampage | Synthetic Ponytail 4H27",1,1,0,JR628_30,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Rampage | Synthetic Ponytail 613/102",1,1,0,JR628_34,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Rampage | Synthetic Ponytail 8/30",1,1,0,JR628_36,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Provocative | Synthetic Ponytail 12",1,1,0,JR633_03,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Provocative | Synthetic Ponytail 130/31",1,1,0,JR633_07,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Provocative | Synthetic Ponytail 24BT18",1,1,0,JR633_17,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Provocative | Synthetic Ponytail 27MB",1,1,0,JR633_20,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Provocative | Synthetic Ponytail 27T33B",1,1,0,JR633_21,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Playful | Synthetic Hair Wrap 12",1,1,0,JR672A_03,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,7,0
"Playful | Synthetic Hair Wrap 12/30BT",1,1,0,JR672A_04,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,1,0
"Playful | Synthetic Hair Wrap 130/31",1,1,0,JR672A_07,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Playful | Synthetic Hair Wrap 1B",1,1,0,JR672A_10,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,2,0
"Playful | Synthetic Hair Wrap 24BT102",1,1,0,JR672A_16,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,1,0
"Playful | Synthetic Hair Wrap 33",1,1,0,JR672A_24,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Playful | Synthetic Hair Wrap 6/33",1,1,0,JR672A_34,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Playful | Synthetic Hair Wrap 8/30",1,1,0,JR672A_39,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Fun Bun | Synthetic Hair Wrap 24BT102",1,1,0,JR676A_16,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Fun Bun | Synthetic Hair Wrap 31F",1,1,0,JR676A_24,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Essentially You | Synthetic Hair Topper (Full Mono) 10",1,1,0,JR700_01,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Essentially You | Synthetic Hair Topper (Full Mono) 12",1,1,0,JR700_03,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Essentially You | Synthetic Hair Topper (Full Mono) 14/26S10",1,1,0,JR700_08,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Essentially You | Synthetic Hair Topper (Full Mono) 2",1,1,0,JR700_11,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Essentially You | Synthetic Hair Topper (Full Mono) 24B/27C",1,1,0,JR700_13,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Essentially You | Synthetic Hair Topper (Full Mono) 38",1,1,0,JR700_19,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Essentially You | Synthetic Hair Topper (Full Mono) 6",1,0,0,JR700_26,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,1,0
"Essentially You | Synthetic Hair Topper (Full Mono) 8",1,1,0,JR700_29,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Essentially You | Synthetic Hair Topper (Full Mono) FS26/31",1,1,0,JR700_31,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Essentially You | Synthetic Hair Topper (Full Mono) FS27",1,1,0,JR700_33,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Essentially You | Synthetic Hair Topper (Full Mono) FS2V/31V",1,1,0,JR700_34,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Essentially You | Synthetic Hair Topper (Full Mono) FS4/33/30A",1,0,0,JR700_35,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,1,0
"Essentially You | Synthetic Hair Topper (Full Mono) FS6/30/27",1,1,0,JR700_36,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Jennifer Exclusive Colors | Remy Human Hair Lace Front (Hand-Tied) 22/16S8",1,1,0,JR704A_03,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Jennifer Exclusive Colors | Remy Human Hair Lace Front (Hand-Tied) B8-27/30RO",1,1,0,JR704A_11,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Jennifer Exclusive Colors | Remy Human Hair Lace Front (Hand-Tied) 22F16S8",1,1,0,JR704A_16,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Jennifer Exclusive Colors | Remy Human Hair Lace Front (Hand-Tied) FS24/102S12",1,1,0,JR704A_17,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Jennifer Exclusive Colors | Remy Human Hair Lace Front (Hand-Tied) FS17/101S18",1,1,0,JR704A_18,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Jennifer | Remy Human Hair Lace Front (Hand-Tied) 4/27/30",1,1,0,JR704_07,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Jennifer | Remy Human Hair Lace Front (Hand-Tied) 8/30",1,1,0,JR704_10,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Angie Exclusive | Remy Human Hair Lace Front Wig (Hand-Tied) 24B22RN",1,1,0,JR707A_04,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Angie Exclusive | Remy Human Hair Lace Front Wig (Hand-Tied) FS26/31S6",1,1,0,JR707A_14,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Angie Exclusive | Remy Human Hair Lace Front Wig (Hand-Tied) FS24/102S12",1,1,0,JR707A_15,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Angie Exclusive | Remy Human Hair Lace Front Wig (Hand-Tied) FS17/101S18",1,1,0,JR707A_17,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Angie | Remy Human Hair Lace Front Wig (Hand-Tied) 1B",1,1,0,JR707_04,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Angie | Remy Human Hair Lace Front Wig (Hand-Tied) 6F27",1,1,0,JR707_09,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Angie | Remy Human Hair Lace Front Wig (Hand-Tied) FS26/31",1,1,0,JR707_11,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Angie | Remy Human Hair Lace Front Wig (Hand-Tied) FS27",1,1,0,JR707_12,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Carrie Exclusive | Human Hair Lace Front Wig (Mono Top) 24B22RN",1,1,0,JR708A_04,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Carrie Exclusive | Human Hair Lace Front Wig (Mono Top) 613/102S8",1,1,0,JR708A_08,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Carrie Exclusive | Human Hair Lace Front Wig (Mono Top) B8/30-14/26RO",1,1,0,JR708A_12,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Carrie Exclusive | Human Hair Lace Front Wig (Mono Top) FS24/102S12",1,1,0,JR708A_17,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Carrie Exclusive | Human Hair Lace Front Wig (Mono Top) FS17/101S18",1,1,0,JR708A_18,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Carrie | Human Hair Lace Front Wig (Mono Top) FS27",1,1,0,JR708_12,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Carrie | Human Hair Lace Front Wig (Mono Top) FS4/33/30A",1,1,0,JR708_14,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Carrie | Human Hair Lace Front Wig (Mono Top) FS6/30/27",1,1,0,JR708_15,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Sienna Exclusive | Remy Human Hair Lace Front Wig (Mono Top) 12FS8",1,1,0,JR717A_01,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Sienna Exclusive | Remy Human Hair Lace Front Wig (Mono Top) 24BT18S8",1,1,0,JR717A_05,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
